OBJECTID,type_,ident,Latitude,Longitude,DateTime_,Observer,Month_,Day_,Time,Location,ID,OBS_NO,ident_1,BIRD,Lat,Long_,Bearing,Observed,Singing,Comments,SONG,Distance,BirdID,DataType
186,WAYPOINT,175a,45.25631900000,-76.15039200000,2016-06-05 15:38:30,KH,6,5,15:38:30,BurntLands,RED_0,0,175a,RED,45.25631900000,-76.15039200000,10,N,,,,,RED,Trianglulation
221,WAYPOINT,196,45.25637700000,-76.15123500000,2016-06-07 12:14:23,EH,6,7,12:14:23,BurntLands,RED_32,32,196,RED,45.25637700000,-76.15123500000,28,N,N,,,,RED,Trianglulation
223,WAYPOINT,197,45.25732700000,-76.15101100000,2016-06-07 12:19:10,EH,6,7,12:19:10,BurntLands,RED_32,32,197,RED,45.25732700000,-76.15101100000,152,N,N,,,,RED,Trianglulation
225,WAYPOINT,198,45.25707600000,-76.15030500000,2016-06-07 12:21:03,EH,6,7,12:21:03,BurntLands,RED_32,32,198,RED,45.25707600000,-76.15030500000,288,N,N,,,,RED,Trianglulation
66,WAYPOINT,075,45.25652400000,-76.15048900000,2016-06-08 9:07:24,EH,6,8, 9:07:24,BurntLands,RED_51,51,075,RED,45.25652400000,-76.15048900000,343,N,N,,,,RED,Trianglulation
67,WAYPOINT,076,45.25697800000,-76.15012000000,2016-06-08 9:10:04,EH,6,8, 9:10:04,BurntLands,RED_51,51,076,RED,45.25697800000,-76.15012000000,256,N,N,,,,RED,Trianglulation
68,WAYPOINT,077,45.25727100000,-76.15078000000,2016-06-08 9:12:04,EH,6,8, 9:12:04,BurntLands,RED_51,51,077,RED,45.25727100000,-76.15078000000,186,N,N,,,,RED,Trianglulation
304,WAYPOINT,235,45.25606200000,-76.15112100000,2016-06-08 15:13:14,EH,6,8,15:13:14,BurntLands,RED_56,56,235,RED,45.25606200000,-76.15112100000,64,N,N,,,,RED,Trianglulation
305,WAYPOINT,236a,45.25704700000,-76.15129100000,2016-06-08 15:15:17,EH,6,8,15:15:17,BurntLands,RED_56,56,236a,RED,45.25704700000,-76.15129100000,106,N,N,,,,RED,Trianglulation
307,WAYPOINT,237,45.25758300000,-76.15003500000,2016-06-08 15:19:09,EH,6,8,15:19:09,BurntLands,RED_56,56,237,RED,45.25758300000,-76.15003500000,184,N,N,,,,RED,Trianglulation
367,WAYPOINT,267,45.25717100000,-76.15106900000,2016-06-09 9:06:18,EH,6,9, 9:06:18,BurntLands,RED_66,66,267,RED,45.25717100000,-76.15106900000,117,N,N,,,,RED,Trianglulation
370,WAYPOINT,268,45.25719500000,-76.15008000000,2016-06-09 9:09:54,EH,6,9, 9:09:54,BurntLands,RED_66,66,268,RED,45.25719500000,-76.15008000000,241,N,N,,,,RED,Trianglulation
372,WAYPOINT,269,45.25649700000,-76.15008500000,2016-06-09 9:12:37,EH,6,9, 9:12:37,BurntLands,RED_66,66,269,RED,45.25649700000,-76.15008500000,354,N,N,,,,RED,Trianglulation
81,WAYPOINT,093,45.25631900000,-76.15130500000,2016-06-09 15:51:58,EH,6,9,15:51:58,BurntLands,RED_72,72,093,RED,45.25631900000,-76.15130500000,99,N,N,,,,RED,Trianglulation
82,WAYPOINT,094,45.25678500000,-76.15076200000,2016-06-09 15:54:24,EH,6,9,15:54:24,BurntLands,RED_72,72,094,RED,45.25678500000,-76.15076200000,135,N,N,,,,RED,Trianglulation
83,WAYPOINT,095,45.25696200000,-76.14996000000,2016-06-09 15:56:58,EH,6,9,15:56:58,BurntLands,RED_72,72,095,RED,45.25696200000,-76.14996000000,202,N,N,,,,RED,Trianglulation
116,WAYPOINT,127,45.25649100000,-76.15006000000,2016-06-10 6:25:33,EH,6,10, 6:25:33,BurntLands,RED_89,89,127,RED,45.25649100000,-76.15006000000,343,N,N,,,,RED,Trianglulation
117,WAYPOINT,128,45.25701700000,-76.14985700000,2016-06-10 6:27:46,EH,6,10, 6:27:46,BurntLands,RED_89,89,128,RED,45.25701700000,-76.14985700000,265,N,N,,,,RED,Trianglulation
118,WAYPOINT,129,45.25720000000,-76.15082300000,2016-06-10 6:30:40,EH,6,10, 6:30:40,BurntLands,RED_89,89,129,RED,45.25720000000,-76.15082300000,163,N,N,,,,RED,Trianglulation
232,WAYPOINT,201a,45.25638500000,-76.15089100000,42534.262766,EH,6,13,4.262766,BurntLands,RED_117,117,201a,RED,45.25638500000,-76.15089100000,1,N,Y,,,,RED,Trianglulation
235,WAYPOINT,202a,45.25673400000,-76.15048100000,42534.264282,EH,6,13,4.264282,BurntLands,RED_117,117,202a,RED,45.25673400000,-76.15048100000,294,N,Y,,,,RED,Trianglulation
237,WAYPOINT,203a,45.25719900000,-76.15068800000,2016-06-13 6:24:33,EH,6,13, 6:24:33,BurntLands,RED_117,117,203a,RED,45.25719900000,-76.15068800000,210,N,Y,,,,RED,Trianglulation
294,WAYPOINT,229a,45.25642600000,-76.15075000000,2016-06-14 6:40:42,EH,6,14, 6:40:42,BurntLands,RED_129,129,229a,RED,45.25642600000,-76.15075000000,9,N,N,,,,RED,Trianglulation
296,WAYPOINT,230a,45.25671100000,-76.15041200000,2016-06-14 6:43:43,EH,6,14, 6:43:43,BurntLands,RED_129,129,230a,RED,45.25671100000,-76.15041200000,302,N,N,,,,RED,Trianglulation
298,WAYPOINT,231a,45.25712400000,-76.15063500000,2016-06-14 6:46:20,EH,6,14, 6:46:20,BurntLands,RED_129,129,231a,RED,45.25712400000,-76.15063500000,199,N,N,,,,RED,Trianglulation
337,WAYPOINT,250a,45.25654600000,-76.15067500000,2016-06-14 12:51:05,EH,6,14,12:51:05,BurntLands,RED_139,139,250a,RED,45.25654600000,-76.15067500000,32,N,N,,,,RED,Trianglulation
338,WAYPOINT,251a,45.25687000000,-76.15006900000,2016-6-14 12:52:41,EH,6,14,12:52:41,BurntLands,RED_139,139,251a,RED,45.25687000000,-76.15006900000,278,N,N,,,,RED,Trianglulation
340,WAYPOINT,252a,45.25712500000,-76.15054200000,2016-6-9 12:55:10,EH,6,14,12:55:10,BurntLands,RED_139,139,252a,RED,45.25712500000,-76.15054200000,202,N,N,,,,RED,Trianglulation
401,WAYPOINT,298,45.25733700000,-76.15104800000,2016-06-15 7:59:05,EH,6,15, 7:59:05,BurntLands,RED_161,161,298,RED,45.25733700000,-76.15104800000,225,N,Y,,1,,RED,Trianglulation
402,WAYPOINT,299,45.25722200000,-76.15140700000,2016-06-15 8:00:21,EH,6,15, 8:00:21,BurntLands,RED_161,161,299,RED,45.25722200000,-76.15140700000,150,N,Y,,1,,RED,Trianglulation
403,WAYPOINT,300,45.25662600000,-76.15128600000,2016-06-15 8:02:11,EH,6,15, 8:02:11,BurntLands,RED_161,161,300,RED,45.25662600000,-76.15128600000,61,N,Y,,1,,RED,Trianglulation
404,WAYPOINT,302,45.25715700000,-76.15140300000,2016-06-16 6:33:44,EH,6,16, 6:33:44,BurntLands,RED_162,162,302,RED,45.25715700000,-76.15140300000,24,N,N,,,,RED,Trianglulation
405,WAYPOINT,303,45.25757900000,-76.15099100000,2016-06-16 6:36:32,EH,6,16, 6:36:32,BurntLands,RED_162,162,303,RED,45.25757900000,-76.15099100000,343,N,N,,,,RED,Trianglulation
406,WAYPOINT,304,45.25830500000,-76.15123700000,2016-06-16 6:39:17,EH,6,16, 6:39:17,BurntLands,RED_162,162,304,RED,45.25830500000,-76.15123700000,180,N,N,,,,RED,Trianglulation
419,WAYPOINT,319,45.25694800000,-76.15138900000,2016-06-16 12:39:41,EH,6,16,12:39:41,BurntLands,RED_171,171,319,RED,45.25694800000,-76.15138900000,343,N,N,,,,RED,Trianglulation
420,WAYPOINT,320,45.25807800000,-76.15161500000,2016-06-16 12:42:59,EH,6,16,12:42:59,BurntLands,RED_171,171,320,RED,45.25807800000,-76.15161500000,252,N,N,,,,RED,Trianglulation
421,WAYPOINT,321,45.25845300000,-76.15197200000,2016-06-16 12:44:43,EH,6,16,12:44:43,BurntLands,RED_171,171,321,RED,45.25845300000,-76.15197200000,171,N,N,,,,RED,Trianglulation
453,WAYPOINT,353a,45.25622800000,-76.15116200000,2016-06-17 14:52:44,KH,6,17,14:52:44,BurntLands,RED_275,275,353a,RED,45.25622800000,-76.15116200000,62,N,N,,,,RED,Trianglulation
454,WAYPOINT,354,45.25640000000,-76.15021800000,2016-06-17 14:56:48,KH,6,17,14:56:48,BurntLands,RED_275,275,354,RED,45.25640000000,-76.15021800000,308,N,N,,,,RED,Trianglulation
455,WAYPOINT,355,45.25722400000,-76.15033900000,2016-06-17 15:00:36,KH,6,17,15:00:36,BurntLands,RED_275,275,355,RED,45.25722400000,-76.15033900000,215,N,N,,,,RED,Trianglulation
473,WAYPOINT,374,45.25772100000,-76.15112700000,2016-06-18 11:21:19,KH,6,18,11:21:19,BurntLands,RED_283,283,374,RED,45.25772100000,-76.15112700000,147,N,N,,,,RED,Trianglulation
474,WAYPOINT,375,45.25740500000,-76.14997300000,2016-06-18 11:26:16,KH,6,18,11:26:16,BurntLands,RED_283,283,375,RED,45.25740500000,-76.14997300000,221,N,N,,,,RED,Trianglulation
475,WAYPOINT,376,45.25665700000,-76.15013600000,2016-06-18 11:28:49,KH,6,18,11:28:49,BurntLands,RED_283,283,376,RED,45.25665700000,-76.15013600000,304,N,N,,,,RED,Trianglulation
490,WAYPOINT,390,45.25610400000,-76.15076300000,2016-06-19 10:03:41,KH,6,19,10:03:41,BurntLands,RED_290,290,390,RED,45.25610400000,-76.15076300000,358,N,N,,,,RED,Trianglulation
491,WAYPOINT,391,45.25760000000,-76.14921600000,2016-06-19 10:08:57,KH,6,19,10:08:57,BurntLands,RED_290,290,391,RED,45.25760000000,-76.14921600000,290,N,N,,,,RED,Trianglulation
492,WAYPOINT,392,45.25844600000,-76.15030000000,2016-06-19 10:13:00,KH,6,19,10:13:00,BurntLands,RED_290,290,392,RED,45.25844600000,-76.15030000000,163,N,N,,,,RED,Trianglulation
532,WAYPOINT,432,45.25680100000,-76.15133300000,2016-06-20 9:54:03,KH,6,20, 9:54:03,BurntLands,RED_310,310,432,RED,45.25680100000,-76.15133300000,88,N,N,,,,RED,Trianglulation
533,WAYPOINT,433,45.25811300000,-76.14966600000,2016-06-20 10:00:22,KH,6,20,10:00:22,BurntLands,RED_310,310,433,RED,45.25811300000,-76.14966600000,171,N,N,,,,RED,Trianglulation
534,WAYPOINT,434,45.25731700000,-76.14848000000,2016-06-20 10:04:31,KH,6,20,10:04:31,BurntLands,RED_310,310,434,RED,45.25731700000,-76.14848000000,309,N,N,,,,RED,Trianglulation
685,WAYPOINT,592,45.25624800000,-76.15055300000,2016-06-29 12:03:15,KH,6,29,12:03:15,BurntLands,RED_334,334,592,RED,45.25624800000,-76.15055300000,7,N,N,,,,RED,Trianglulation
686,WAYPOINT,593,45.25683700000,-76.14984300000,2016-06-29 12:06:26,KH,6,29,12:06:26,BurntLands,RED_334,334,593,RED,45.25683700000,-76.14984300000,281,N,N,,,,RED,Trianglulation
687,WAYPOINT,594,45.25777300000,-76.15069200000,2016-06-29 12:09:27,KH,6,29,12:09:27,BurntLands,RED_334,334,594,RED,45.25777300000,-76.15069200000,151,N,N,,,,RED,Trianglulation
706,WAYPOINT,615,45.25671000000,-76.15141000000,2016-06-30 7:00:00,EH,6,30, 7:00:00,BurntLands,RED_223,223,615,RED,45.25671000000,-76.15141000000,330,N,N,,,,RED,Trianglulation
707,WAYPOINT,616,45.25752100000,-76.15148300000,2016-06-30 7:01:53,EH,6,30, 7:01:53,BurntLands,RED_223,223,616,RED,45.25752100000,-76.15148300000,192,N,N,,,,RED,Trianglulation
708,WAYPOINT,617,45.25737900000,-76.15178700000,2016-06-30 7:04:39,EH,6,30, 7:04:39,BurntLands,RED_223,223,617,RED,45.25737900000,-76.15178700000,147,N,N,,,,RED,Trianglulation
199,WAYPOINT,184,45.26310700000,-76.15240500000,2016-06-06 14:10:28,EH,6,6,14:10:28,BurntLands,SANTA_23,23,184,SANTA,45.26311000000,-76.15240000000,114,N,,,,,SANTA,Trianglulation
201,WAYPOINT,185,45.26331900000,-76.15211600000,2016-06-06 14:12:50,EH,6,6,14:12:50,BurntLands,SANTA_23,23,185,SANTA,45.26332000000,-76.15211000000,188,N,,,,,SANTA,Trianglulation
203,WAYPOINT,186,45.26301300000,-76.15181600000,2016-06-06 14:15:39,EH,6,6,14:15:39,BurntLands,SANTA_23,23,186,SANTA,45.26301000000,-76.15182000000,336,N,,,,,SANTA,Trianglulation
230,WAYPOINT,200,45.26277500000,-76.15255800000,2016-06-07 12:38:30,EH,6,7,12:38:30,BurntLands,SANTA_34,34,200,SANTA,45.26277500000,-76.15255800000,158,N,N,,,,SANTA,Trianglulation
233,WAYPOINT,201,45.26271800000,-76.15229200000,2016-06-07 12:40:26,EH,6,7,12:40:26,BurntLands,SANTA_34,34,201,SANTA,45.26271800000,-76.15229200000,256,N,N,,,,SANTA,Trianglulation
234,WAYPOINT,202,45.26251300000,-76.15258500000,2016-06-07 12:42:06,EH,6,7,12:42:06,BurntLands,SANTA_34,34,202,SANTA,45.26251300000,-76.15258500000,1,N,N,,,,SANTA,Trianglulation
53,WAYPOINT,062,45.26292300000,-76.15252800000,2016-06-08 8:02:22,EH,6,8, 8:02:22,BurntLands,SANTA_47,47,062,SANTA,45.26292300000,-76.15252800000,70,N,N,,,,SANTA,Trianglulation
54,WAYPOINT,063,45.26353100000,-76.15210900000,2016-06-08 8:04:25,EH,6,8, 8:04:25,BurntLands,SANTA_47,47,063,SANTA,45.26353100000,-76.15210900000,153,N,N,,,,SANTA,Trianglulation
55,WAYPOINT,064,45.26350800000,-76.15094100000,2016-06-08 8:07:13,EH,6,8, 8:07:13,BurntLands,SANTA_47,47,064,SANTA,45.26350800000,-76.15094100000,260,N,N,,,,SANTA,Trianglulation
314,WAYPOINT,240a,45.26261300000,-76.15272400000,2016-06-08 15:34:17,EH,6,8,15:34:17,BurntLands,SANTA_58,58,240a,SANTA,45.26261300000,-76.15272400000,56,N,N,,,,SANTA,Trianglulation
315,WAYPOINT,241,45.26262800000,-76.15204000000,2016-06-08 15:36:30,EH,6,8,15:36:30,BurntLands,SANTA_58,58,241,SANTA,45.26262800000,-76.15204000000,10,N,N,,,,SANTA,Trianglulation
317,WAYPOINT,242,45.26324400000,-76.15296300000,2016-06-08 15:38:41,EH,6,8,15:38:41,BurntLands,SANTA_58,58,242,SANTA,45.26324400000,-76.15296300000,114,N,N,,,,SANTA,Trianglulation
339,WAYPOINT,251,45.26312600000,-76.15225300000,2016-06-09 7:44:38,EH,6,9, 7:44:38,BurntLands,SANTA_0,0,251,SANTA,45.26312600000,-76.15225300000,123,N,N,,,,SANTA,Trianglulation
341,WAYPOINT,252,45.26328900000,-76.15136700000,2016-06-09 7:48:19,EH,6,9, 7:48:19,BurntLands,SANTA_0,0,252,SANTA,45.26328900000,-76.15136700000,222,N,N,,,,SANTA,Trianglulation
342,WAYPOINT,253,45.26261300000,-76.15126900000,2016-06-09 7:55:00,EH,6,9, 7:55:00,BurntLands,SANTA_0,0,253,SANTA,45.26261300000,-76.15126900000,307,N,N,,,,SANTA,Trianglulation
87,WAYPOINT,099,45.26265200000,-76.15265200000,2016-06-09 16:16:15,EH,6,9,16:16:15,BurntLands,SANTA_74,74,099,SANTA,45.26265200000,-76.15265200000,147,N,N,,,,SANTA,Trianglulation
88,WAYPOINT,100,45.26309900000,-76.15218300000,2016-06-09 16:18:26,EH,6,9,16:18:26,BurntLands,SANTA_74,74,100,SANTA,45.26309900000,-76.15218300000,199,N,N,,,,SANTA,Trianglulation
89,WAYPOINT,101,45.26276200000,-76.15151400000,2016-06-09 16:21:13,EH,6,9,16:21:13,BurntLands,SANTA_74,74,101,SANTA,45.26276200000,-76.15151400000,245,N,N,,,,SANTA,Trianglulation
128,WAYPOINT,137,45.26300200000,-76.15258900000,2016-06-10 7:08:35,EH,6,10, 7:08:35,BurntLands,SANTA_91,91,137,SANTA,45.26300200000,-76.15258900000,100,N,Y,COUNTER SINGING,,,SANTA,Trianglulation
129,WAYPOINT,138,45.26297100000,-76.15188400000,2016-06-10 7:13:33,EH,6,10, 7:13:33,BurntLands,SANTA_91,91,138,SANTA,45.26297100000,-76.15188400000,260,N,Y,,,,SANTA,Trianglulation
130,WAYPOINT,139,45.26278100000,-76.15223500000,2016-06-10 7:16:04,EH,6,10, 7:16:04,BurntLands,SANTA_91,91,139,SANTA,45.26278100000,-76.15223500000,1,N,Y,,,,SANTA,Trianglulation
194,WAYPOINT,180,45.26259800000,-76.15266100000,2016-06-12 10:44:34,EH,6,12,10:44:34,BurntLands,SANTA_109,109,180,SANTA,45.26259800000,-76.15266100000,49,N,N,,,,SANTA,Trianglulation
195,WAYPOINT,181,45.26257900000,-76.15208300000,2016-06-12 10:46:31,EH,6,12,10:46:31,BurntLands,SANTA_109,109,181,SANTA,45.26257900000,-76.15208300000,9,N,N,,,,SANTA,Trianglulation
196,WAYPOINT,182,45.26302500000,-76.15260300000,2016-06-12 10:48:30,EH,6,12,10:48:30,BurntLands,SANTA_109,109,182,SANTA,45.26302500000,-76.15260300000,105,N,N,,,,SANTA,Trianglulation
244,WAYPOINT,207,45.26253900000,-76.15264500000,2016-06-13 6:38:59,EH,6,13, 6:38:59,BurntLands,SANTA_119,119,207,SANTA,45.26253900000,-76.15264500000,62,Y,Y,,,,SANTA,Trianglulation
246,WAYPOINT,208a,45.26256600000,-76.15219000000,2016-06-13 6:40:29,EH,6,13, 6:40:29,BurntLands,SANTA_119,119,208a,SANTA,45.26256600000,-76.15219000000,38,Y,Y,,,,SANTA,Trianglulation
247,WAYPOINT,209,45.26341900000,-76.15248000000,2016-06-13 6:42:56,EH,6,13, 6:42:56,BurntLands,SANTA_119,119,209,SANTA,45.26341900000,-76.15248000000,138,Y,Y,,,,SANTA,Trianglulation
425,WAYPOINT,325,45.26265400000,-76.15261200000,2016-06-16 12:59:32,EH,6,16,12:59:32,BurntLands,SANTA_173,173,325,SANTA,45.26265400000,-76.15261200000,145,N,N,,,,SANTA,Trianglulation
426,WAYPOINT,326,45.26243500000,-76.15170400000,2016-06-16 13:02:06,EH,6,16,13:02:06,BurntLands,SANTA_173,173,326,SANTA,45.26243500000,-76.15170400000,214,N,N,,,,SANTA,Trianglulation
430,WAYPOINT,331,45.26207900000,-76.15254800000,2016-06-16 13:21:20,EH,6,16,13:21:20,BurntLands,SANTA_173,173,331,SANTA,45.26207900000,-76.15254800000,67,N,N,,,,SANTA,Trianglulation
459,WAYPOINT,359,45.26314700000,-76.15238800000,2016-06-17 15:24:10,KH,6,17,15:24:10,BurntLands,SANTA_277,277,359,SANTA,45.26314700000,-76.15238800000,327,N,N,,,,SANTA,Trianglulation
460,WAYPOINT,361,45.26363600000,-76.15255000000,2016-06-17 15:26:38,KH,6,17,15:26:38,BurntLands,SANTA_277,277,361,SANTA,45.26363600000,-76.15255000000,227,N,N,,,,SANTA,Trianglulation
461,WAYPOINT,362,45.26349400000,-76.15345700000,2016-06-17 15:31:00,KH,6,17,15:31:00,BurntLands,SANTA_277,277,362,SANTA,45.26349400000,-76.15345700000,114,N,N,,,,SANTA,Trianglulation
503,WAYPOINT,403,45.26290700000,-76.15271500000,2016-06-19 11:18:32,KH,6,19,11:18:32,BurntLands,SANTA_292,292,403,SANTA,45.26290700000,-76.15271500000,128,N,N,,,,SANTA,Trianglulation
504,WAYPOINT,404,45.26310200000,-76.15217500000,2016-06-19 11:20:31,KH,6,19,11:20:31,BurntLands,SANTA_292,292,404,SANTA,45.26310200000,-76.15217500000,209,N,N,,,,SANTA,Trianglulation
505,WAYPOINT,405,45.26260200000,-76.15218500000,2016-06-19 11:22:52,KH,6,19,11:22:52,BurntLands,SANTA_292,292,405,SANTA,45.26260200000,-76.15218500000,335,N,N,,,,SANTA,Trianglulation
546,WAYPOINT,448,45.25989500000,-76.15191400000,2016-06-22 8:00:09,RR/RW,6,22, 8:00:09,BurntLands,SANTA_179,179,448,SANTA,45.25989500000,-76.15191400000,30,N,N,,,,SANTA,Trianglulation
547,WAYPOINT,449,45.26042800000,-76.15081500000,2016-06-22 8:08:41,RR/RW,6,22, 8:08:41,BurntLands,SANTA_179,179,449,SANTA,45.26042800000,-76.15081500000,350,N,N,,,,SANTA,Trianglulation
548,WAYPOINT,451,45.26136500000,-76.15116900000,2016-06-22 8:15:24,RR/RW,6,22, 8:15:24,BurntLands,SANTA_179,179,451,SANTA,45.26136500000,-76.15116900000,310,N,N,,,,SANTA,Trianglulation
578,WAYPOINT,484,45.26192700000,-76.15100600000,2016-06-23 13:39:03,EH,6,23,13:39:03,BurntLands,SANTA_191,191,484,SANTA,45.26192700000,-76.15100600000,219,N,Y,,1,,SANTA,Trianglulation
579,WAYPOINT,486,45.26351800000,-76.15102300000,2016-06-23 13:43:51,EH,6,23,13:43:51,BurntLands,SANTA_191,191,486,SANTA,45.26351800000,-76.15102300000,244,N,Y,,1,,SANTA,Trianglulation
580,WAYPOINT,487,45.26326700000,-76.15237800000,2016-06-23 13:47:04,EH,6,23,13:47:04,BurntLands,SANTA_191,191,487,SANTA,45.26326700000,-76.15237800000,109,N,Y,,1,,SANTA,Trianglulation
604,WAYPOINT,507,45.26292600000,-76.15254800000,2016-06-24 14:14:22,EH,6,24,14:14:22,BurntLands,SANTA_200,200,507,SANTA,45.26292600000,-76.15254800000,155,N,N,,,,SANTA,Trianglulation
605,WAYPOINT,508,45.26245000000,-76.15154000000,2016-06-24 14:16:31,EH,6,24,14:16:31,BurntLands,SANTA_200,200,508,SANTA,45.26245000000,-76.15154000000,229,N,N,,,,SANTA,Trianglulation
606,WAYPOINT,509,45.26198400000,-76.15196600000,2016-06-24 14:18:08,EH,6,24,14:18:08,BurntLands,SANTA_200,200,509,SANTA,45.26198400000,-76.15196600000,7,N,N,,,,SANTA,Trianglulation
622,WAYPOINT,525,45.26291200000,-76.15251700000,2016-06-25 16:06:02,KH,6,25,16:06:02,BurntLands,SANTA_315,315,525,SANTA,45.26291200000,-76.15251700000,104,N,N,,,,SANTA,Trianglulation
623,WAYPOINT,526,45.26265200000,-76.15211100000,2016-06-25 16:09:54,KH,6,25,16:09:54,BurntLands,SANTA_315,315,526,SANTA,45.26265200000,-76.15211100000,332,N,N,,,,SANTA,Trianglulation
624,WAYPOINT,527,45.26314900000,-76.15205600000,2016-06-25 16:13:17,KH,6,25,16:13:17,BurntLands,SANTA_315,315,527,SANTA,45.26314900000,-76.15205600000,202,N,N,,,,SANTA,Trianglulation
628,WAYPOINT,531,45.26208300000,-76.15256700000,2016-06-26 10:56:55,EH,6,26,10:56:55,BurntLands,SANTA_207,207,531,SANTA,45.26208300000,-76.15256700000,10,N,Y,,1,,SANTA,Trianglulation
629,WAYPOINT,532,45.26307700000,-76.15278400000,2016-06-26 11:00:17,EH,6,26,11:00:17,BurntLands,SANTA_207,207,532,SANTA,45.26307700000,-76.15278400000,153,N,Y,,1,,SANTA,Trianglulation
630,WAYPOINT,534,45.26299300000,-76.15180500000,2016-06-26 11:03:40,EH,6,26,11:03:40,BurntLands,SANTA_207,207,534,SANTA,45.26299300000,-76.15180500000,231,N,Y,,1,,SANTA,Trianglulation
678,WAYPOINT,585,45.26292800000,-76.15266200000,2016-06-28 11:10:33,KH,6,28,11:10:33,BurntLands,SANTA_331,331,585,SANTA,45.26292800000,-76.15266200000,241,N,N,,,,SANTA,Trianglulation
679,WAYPOINT,586,45.26305000000,-76.15311800000,2016-06-28 11:13:47,KH,6,28,11:13:47,BurntLands,SANTA_331,331,586,SANTA,45.26305000000,-76.15311800000,201,N,N,,,,SANTA,Trianglulation
680,WAYPOINT,587,45.26144900000,-76.15448900000,2016-06-28 11:22:28,KH,6,28,11:22:28,BurntLands,SANTA_331,331,587,SANTA,45.26144900000,-76.15448900000,4,N,N,,,,SANTA,Trianglulation
761,WAYPOINT,675,45.26257700000,-76.15269000000,2016-07-02 12:09:02,KH,7,2,12:09:02,BurntLands,SANTA_365,365,675,SANTA,45.26257700000,-76.15269000000,39,N,N,,,,SANTA,Trianglulation
762,WAYPOINT,676,45.26272900000,-76.15195500000,2016-07-02 12:11:02,KH,7,2,12:11:02,BurntLands,SANTA_365,365,676,SANTA,45.26272900000,-76.15195500000,287,N,N,,,,SANTA,Trianglulation
763,WAYPOINT,677,45.26313800000,-76.15245800000,2016-07-02 12:13:26,KH,7,2,12:13:26,BurntLands,SANTA_365,365,677,SANTA,45.26313800000,-76.15245800000,181,N,N,,,,SANTA,Trianglulation
770,WAYPOINT,684,45.26241200000,-76.15274500000,2016-07-02 13:28:51,KH,7,2,13:28:51,BurntLands,SANTA_368,368,684,SANTA,45.26241200000,-76.15274500000,355,N,N,,,,SANTA,Trianglulation
771,WAYPOINT,685,45.26274000000,-76.15261500000,2016-07-02 13:30:46,KH,7,2,13:30:46,BurntLands,SANTA_368,368,685,SANTA,45.26274000000,-76.15261500000,224,N,N,,,,SANTA,Trianglulation
772,WAYPOINT,686,45.26264300000,-76.15345800000,2016-07-02 13:33:03,KH,7,2,13:33:03,BurntLands,SANTA_368,368,686,SANTA,45.26264300000,-76.15345800000,103,N,N,,,,SANTA,Trianglulation
810,WAYPOINT,725,45.26285600000,-76.15320100000,2016-07-03 13:35:15,KH,7,3,13:35:15,BurntLands,SANTA_386,386,725,SANTA,45.26285600000,-76.15320100000,123,N,N,,,,SANTA,Trianglulation
811,WAYPOINT,726,45.26298700000,-76.15198100000,2016-07-03 13:38:11,KH,7,3,13:38:11,BurntLands,SANTA_386,386,726,SANTA,45.26298700000,-76.15198100000,201,N,N,,,,SANTA,Trianglulation
812,WAYPOINT,727,45.26212700000,-76.15159000000,2016-07-03 13:41:11,KH,7,3,13:41:11,BurntLands,SANTA_386,386,727,SANTA,45.26212700000,-76.15159000000,304,N,N,,,,SANTA,Trianglulation
816,WAYPOINT,731,45.26139500000,-76.15228500000,2016-07-04 8:43:14,KH,7,4, 8:43:14,BurntLands,SANTA_388,388,731,SANTA,45.26139500000,-76.15228500000,18,N,N,,,,SANTA,Trianglulation
817,WAYPOINT,732,45.26192800000,-76.15133700000,2016-07-04 8:47:31,KH,7,4, 8:47:31,BurntLands,SANTA_388,388,732,SANTA,45.26192800000,-76.15133700000,317,N,N,,,,SANTA,Trianglulation
818,WAYPOINT,733,45.26305800000,-76.15153100000,2016-07-04 8:50:53,KH,7,4, 8:50:53,BurntLands,SANTA_388,388,733,SANTA,45.26305800000,-76.15153100000,207,N,N,,,,SANTA,Trianglulation
850,WAYPOINT,764,45.26127800000,-76.15101600000,2016-07-05 8:11:52,EH,7,5, 8:11:52,BurntLands,SANTA_240,240,764,SANTA,45.26127800000,-76.15101600000,318,N,Y,,1,,SANTA,Trianglulation
851,WAYPOINT,765,45.26192600000,-76.15055800000,2016-07-05 8:14:26,EH,7,5, 8:14:26,BurntLands,SANTA_240,240,765,SANTA,45.26192600000,-76.15055800000,270,N,Y,,1,,SANTA,Trianglulation
852,WAYPOINT,766,45.26293800000,-76.15246600000,2016-07-05 8:18:55,EH,7,5, 8:18:55,BurntLands,SANTA_240,240,766,SANTA,45.26293800000,-76.15246600000,145,N,Y,,1,,SANTA,Trianglulation
141,WAYPOINT,149,45.29034600000,-76.22758300000,2016-06-11 12:18:13,EH,6,11,12:18:13,Panmure,SHARK_97,97,149,SHARK,45.29034600000,-76.22758300000,61,N,N,,,,SHARK,Trianglulation
143,WAYPOINT,150,45.29045900000,-76.22706300000,2016-06-11 12:19:27,EH,6,11,12:19:27,Panmure,SHARK_97,97,150,SHARK,45.29045900000,-76.22706300000,323,N,N,,,,SHARK,Trianglulation
145,WAYPOINT,151a,45.29072600000,-76.22774800000,2016-06-11 12:21:32,EH,6,11,12:21:32,Panmure,SHARK_97,97,151a,SHARK,45.29072600000,-76.22774800000,119,N,N,,,,SHARK,Trianglulation
